took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,domain
,,,,,,,,seed_target,_doc,19684,1.1818408,wildwestmotoplex.com
,,,,,,,,seed_target,_doc,19639,1.1818408,dupagehonda.com
,,,,,,,,seed_target,_doc,19620,1.1818408,srsmotorsports.com
,,,,,,,,seed_target,_doc,19777,1.1818408,extremepower-sports.com
,,,,,,,,seed_target,_doc,26453,1.1818408,pilgrimpowersports.com
,,,,,,,,seed_target,_doc,19959,1.1818408,gunandreelsports.com
,,,,,,,,seed_target,_doc,19761,1.1818408,upcycleandsport.net
,,,,,,,,seed_target,_doc,19693,1.1818408,worldofpowersports.com
,,,,,,,,seed_target,_doc,19625,1.1818408,surdykeyamaha.com
,,,,,,,,seed_target,_doc,19642,1.1818408,shawneehonda.com
,,,,,,,,seed_target,_doc,19841,1.1818408,bemidjisportscentre.com
,,,,,,,,seed_target,_doc,19929,1.1818408,wacomotorsports.com
,,,,,,,,seed_target,_doc,26461,1.1818408,riggsoutdoor.com
,,,,,,,,seed_target,_doc,19666,1.1818408,actioncyclesnsleds.com
,,,,,,,,seed_target,_doc,19607,1.1818408,atlanticcycle.com
,,,,,,,,seed_target,_doc,20006,1.1818408,PetesCycle.com
,,,,,,,,seed_target,_doc,19857,1.1818408,rmcmilescity.com
,,,,,,,,seed_target,_doc,26459,1.1818408,cyclezone.com
,,,,,,,,seed_target,_doc,19792,1.1818408,empire-cycle.com
,,,,,,,,seed_target,_doc,19711,1.1818408,southseascycles.com
,,,,,,,,seed_target,_doc,26471,1.1818408,handlebarmotorsports.com
,,,,,,,,seed_target,_doc,19899,1.1818408,indianofyoungstown.com
,,,,,,,,seed_target,_doc,19895,1.1818408,lakesidemotorsports.net
,,,,,,,,seed_target,_doc,19867,1.1818408,rjsportandcycle.com
,,,,,,,,seed_target,_doc,19837,1.1818408,asrpowersports.com
,,,,,,,,seed_target,_doc,19610,1.1818408,interstatecycle.com
,,,,,,,,seed_target,_doc,19759,1.1818408,kenssports.com
,,,,,,,,seed_target,_doc,26448,1.1818408,naults.com
,,,,,,,,seed_target,_doc,19881,1.1818408,rjsportandcycle.com
,,,,,,,,seed_target,_doc,19829,1.1818408,team-motorsports.com
,,,,,,,,seed_target,_doc,19773,1.1818408,factorypowersportsutah.com
,,,,,,,,seed_target,_doc,19786,1.1818408,factorypowersportsutah.com
,,,,,,,,seed_target,_doc,19821,1.1818408,macombpowersports.com
,,,,,,,,seed_target,_doc,19743,1.1818408,bertsmegamall.com
,,,,,,,,seed_target,_doc,19649,1.1818408,2brotherspowersports.com
,,,,,,,,seed_target,_doc,19823,1.1818408,tampabaypowersports.com
,,,,,,,,seed_target,_doc,19790,1.1818408,lansfordkawasaki.com
,,,,,,,,seed_target,_doc,19631,1.1818408,frspowersports.com
,,,,,,,,seed_target,_doc,19965,1.1818408,gardencitypowersports.net
,,,,,,,,seed_target,_doc,19756,1.1818408,bertsmegamall.com
,,,,,,,,seed_target,_doc,19903,1.1818408,kassonmotorcycles.com
,,,,,,,,seed_target,_doc,19654,1.1818408,dupagehonda.com
,,,,,,,,seed_target,_doc,19960,1.1818408,actionmotorsports.com
,,,,,,,,seed_target,_doc,19682,1.1818408,hondaofrussellville.com
,,,,,,,,seed_target,_doc,37925,1.1818408,bayharbormotors.com
,,,,,,,,seed_target,_doc,19644,1.1818408,horsepowerhd.com
